Datasets,Data period,Last updated,Datatype,Source,Dataset url,Date_of_check
Off Peak Cars - New Registrations,Jan 2013 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_2a855e55a927e077666d7553a741543b/view,17/03/2024 20:23:04
Off Peak Cars - Total Population,Jan 2013 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_232a18998e2569dfbcca3ee973494f5a/view,17/03/2024 20:23:04
Monthly Revalidation of COE,Jan 2015 - Jan 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_11af4cacfdd459f8712fb903b1639d98/view,17/03/2024 20:23:04
New Registration of Motor Vehicles under Vehicle Quota System (VQS),Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_f52d6995ea85ad8d5088906d7a24d5df/view,17/03/2024 20:23:04
Total Annual New Registration of Goods Vehicles (GVs) by Make,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_4a239b531be8dfa9d21974d23b0c021d/view,17/03/2024 20:23:04
Total Annual New Registration of Buses by Make,Jan 2004 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_5b9e14629619d972b4d5e50a9f1f5254/view,17/03/2024 20:23:04
Annual New Registration of Motorcycles by Make,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_1ed5455eae3ccef5d487acb3b2d34b6f/view,17/03/2024 20:23:04
Motor Vehicle De-registration under Vehicle Quota System (VQS),Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_6e50d957520951abb4083d2b2bd0ae90/view,17/03/2024 20:23:04
Monthly Type and Number of Vehicles Transferred,Jan 2014 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_c96f6cf4249faf29878b454172374658/view,17/03/2024 20:23:04
Annual Type and Number of Motor Vehicles Transferred,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_edd242b474a7d040de2cf3a227978054/view,17/03/2024 20:23:04
Motor Vehicle Population under Vehicle Quota System,Jan 2014 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_f8876e8c0959ba5bcfa2c40cf6d25dab/view,17/03/2024 20:23:04
Monthly Motor Vehicle Population by Vehicle Type,Jan 2012 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_2ecb009f1e1ec5a816a454944dec4022/view,17/03/2024 20:23:04
Annual Motor Vehicle Population by Vehicle Quota Categories,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_cc30f50369bcd6b6f848a586bded2290/view,17/03/2024 20:23:04
Identification Marks for Cars Registered in Singapore,Aug 1972 - Jan 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_e20a118c3af1bb167cb7cbc17e44db18/view,17/03/2024 20:23:04
All motorcycles including scooters registered in Singapore. Figures include all road tax e,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_f25d005b5dc4807dceb12a670f6f7ab4/view,17/03/2024 20:23:04
Annual Motorcycle Population by CC Rating,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_3e182eb6d9d7eb78addb26a9c7179204/view,17/03/2024 20:23:04
Goods and Other Vehicle Population by Type of Body and Maximum Laden Weight,Jan 2004 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_e530c5bdab571ea2e1f77d1a1a114e76/view,17/03/2024 20:23:04
Annual Goods Vehicle and Bus Population By Make,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_f9fc45b610aa9d100db3abef789e3ef5/view,17/03/2024 20:23:04
Total Annual Effective Transfer of Car Ownership by Make,Jan 2011 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_4974c1fb1ab0299977a5f6185f911963/view,17/03/2024 20:23:04
Annual Age Distribution of Motorcycles,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_be399e1e9887080e075da1d13f807fc3/view,17/03/2024 20:23:04
Annual Age of Goods Vehicles,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_33777ba2cc9652ea1b85b9438480a3c1/view,17/03/2024 20:23:04
Annual Age Distribution of Bus,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_4a768e13732d4ae89a7b60377bcac4f0/view,17/03/2024 20:23:04
Annual Bus Population by Passenger Capacity,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_6877490600b1cc6c4dba2f692b8ddabb/view,17/03/2024 20:23:04
Total Annual New Registration By Make,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_2fcb043ef09016ae757bc396cd8f5027/view,17/03/2024 20:23:04
Annual Car Population by Make,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_20d3fc7f08caa581c5586df51a8993c5/view,17/03/2024 20:23:04
Annual Car Population by CC,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_ce53d6aaefdf6deed4773fbb19252416/view,17/03/2024 20:23:04
Annual Age Distribution of Cars,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_84a51e9c461863d6251b8a37706e3d0b/view,17/03/2024 20:23:04
Annual Motor Vehicle Inspection - Passing Rate of Motor Vehicles on First Inspection,Jan 2006 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_8a3216bd5ae98a287f3cb297706e9d80/view,17/03/2024 20:23:04
Annual Revalidation of Certificate of Entitlement (COE) of Existing Vehicles,Jan 2006 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_71ce745d4e4ea9cd2fea0fdf46412fc8/view,17/03/2024 20:23:04
Republic Polytechnic Part-Time Courses 2017,Jan 2017 - Dec 2017,Updated 6 years ago,CSV,Republic Polytechnic (RP),https://beta.data.gov.sg/datasets/d_e0682d8b90b9e885057eacfea2c2f36f/view,17/03/2024 20:23:04
HDB Public Housing Building Under-Construction (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_c78ab4aa29d1024ba92530b303d77605/view,,17/03/2024 20:23:04
Livestock Slaughtered - Pigs Breakdown,Jan 2012 - Dec 2017,Updated 6 years ago,CSV,Singapore Food Agency (SFA),https://beta.data.gov.sg/datasets/d_c901a57ab539b924971b5b7af5ee833b/view,17/03/2024 20:23:04
Mobile Phone Subscriptions By Subscription Type,Jul 2004 - Oct 2017,Updated 6 years ago,CSV,Info-communications Media Development Authority (IMDA),https://beta.data.gov.sg/datasets/d_486512294c2ff0f6b37d5b49d9ac185b/view,17/03/2024 20:23:04
Broadband Usage Amongst Enterprises by Employment Size,Jan 2012 - Dec 2016,Updated 6 years ago,CSV,Info-communications Media Development Authority (IMDA),https://beta.data.gov.sg/datasets/d_29d9931cd926c398728a0654537c5d6e/view,17/03/2024 20:23:04
Footnotes in Annual Report for Price Range of HDB Flats Offered,Apr 2008 - Mar 2016,Updated 6 years ago,PDF,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_6f3c2c819680fb139b66869d7aa4bd6e/view,17/03/2024 20:23:04
2nd Hand Goods Collection Points (KML),No Date info,Updated 6 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_7e4af775c0e24083461e9117415c8b0d/view,17/03/2024 20:23:04
"Retail Sales Index at Constant Prices by Industry, Quarterly",Jan 1985 - Sep 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_f67274a56614b3fe689decf9c26daf73/view,17/03/2024 20:23:04
"Retail Sales Index at Constant Prices, Quarterly",Jan 1985 - Sep 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d3c0406919a1c0fdc1b01844da96e396/view,17/03/2024 20:23:04
"Retail Sales Index at Constant Prices by Industry, Monthly",Jan 1985 - Sep 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_f8bed467aba2032a267d7a987dd414b7/view,17/03/2024 20:23:04
"Retail Sales Index at Constant Prices, Monthly",Jan 1985 - Sep 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_8c13cb8851a0fbbdf37dbf241f46fb28/view,17/03/2024 20:23:04
"Food & Beverage Services Index at Constant Prices by Industry, Annual",Jan 1985 - Dec 2016,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_06907529dc70b48e360c43b5b44ad2cf/view,17/03/2024 20:23:04
"Food & Beverage Services Index at Constant Prices, Annual",Jan 1985 - Dec 2016,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_6a238c7601c522d3921f5cdddbd31d8c/view,17/03/2024 20:23:04
"Foreign Wholesale Trade Index, Base Year 2012 = 100, Constant, Quarterly",Jan 1995 - Jun 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_834269db98498543b529be44a2ef58b7/view,17/03/2024 20:23:04
"Visitor International Arrivals to Singapore by Country, Monthly, (SA)",Jan 1978 - Jul 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_ad5c7e845ce234190d986d33f0272cd6/view,17/03/2024 20:23:04
"Domestic Wholesale Trade Index, Base Year 2012 = 100, Constant, Quarterly (SA)",Jan 1995 - Jun 2017,Updated 6 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_5e5cb39fa2fd3162cc0753226f70bd58/view,17/03/2024 20:23:04
Fire Stations (GEOJSON),No Date info,Updated 6 years ago,GEOJSON,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_55d610a8365d238ce60165903684bd9a/view,17/03/2024 20:23:04
Fire Stations (KML),No Date info,Updated 6 years ago,KML,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_de0368e79a9e282fad4ed2570775d9ba/view,17/03/2024 20:23:04
Number of pawnbroking licenses,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_dc5ff5746a3fc254d3b44be97b8aadee/view,17/03/2024 20:23:04
Total amount/value of outstanding pawnbroking loans,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_23973ebf68e41a63aa4da7be0c156210/view,17/03/2024 20:23:04
Total value of pawnbroking loans granted,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_50062b19eb6a2137964646f39c3b9b8f/view,17/03/2024 20:23:04
Total amount of pawnbroking loans as a proportion of the consumer credit market,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_ca4094a1cc49ba6dd6840a0b96e1ab1d/view,17/03/2024 20:23:04
Total outstanding moneylender loans as a proportion of the consumer credit market,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_f786cbcd6eb0b1e3c1873d26c0cf0f2c/view,17/03/2024 20:23:04
Number of Motor Accident Compensation Cases administered by the Public Trustee,Jan 2001 - Dec 2015,Updated 6 years ago,CSV,Ministry of Law (MLAW),https://beta.data.gov.sg/datasets/d_9b09ee04bbbce9b10702abd048a5fb8a/view,17/03/2024 20:23:04
SportSG DUS Sport Facilities (KML),No Date info,Updated 6 years ago,KML,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_828e36827f339f36811377857bc99f48/view,17/03/2024 20:23:04
SAFRA Centres (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_56afee769145854de7f7dce2351f08cb/view,,17/03/2024 20:23:04
Fitness and Conditioning Centres (FCC) (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_95181ceabe6d55582305ef5ca5a06ff5/view,,17/03/2024 20:23:04
SAFRA Centres (SHP),No Date info,Updated 6 years ago,SHP,https://beta.data.gov.sg/datasets/d_1605f8e10ae633f0d049b02b8d7b83b7/view,,17/03/2024 20:23:04
Fitness and Conditioning Centres (FCC) (SHP),No Date info,Updated 6 years ago,SHP,https://beta.data.gov.sg/datasets/d_de6f9b4ebe32b05a5b26bf2c3e23f0d4/view,,17/03/2024 20:23:04
IPPT In Your Community (SHP),No Date info,Updated 6 years ago,SHP,https://beta.data.gov.sg/datasets/d_13df7530a39369b520a38127a0eab727/view,,17/03/2024 20:23:04
IPPT In Your Community (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_b3faf4d34bb725965605f4c3cd694e70/view,,17/03/2024 20:23:04
Fire Posts (KML),No Date info,Updated 6 years ago,KML,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_b309335f5221c7299e26ecd48dafce28/view,17/03/2024 20:23:04
Fire Posts (SHP),No Date info,Updated 6 years ago,SHP,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_7f2de6c50736178c3aabf9b0daccc8c1/view,17/03/2024 20:23:04
Overseas Visitors Survey Visitors' Profile Data – Travelling Companions,Jan 2013 - Dec 2014,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_207e310d4133a1e16cd23706dcc20995/view,17/03/2024 20:23:04
Overseas Visitors Survey Visitors' Profile Data - Purpose of Visit,Jan 2013 - Dec 2014,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_7c25427c8ca596daa629d88ee3dd3917/view,17/03/2024 20:23:04
Overseas Visitors Survey Visitors' Profile Data - Frequency of Visit,Jan 2013 - Dec 2014,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_67f19ab02fb4e1d7449e16d4b35e9f4c/view,17/03/2024 20:23:04
Overseas Visitors Survey Visitors' Profile Data - Accommodation,Jan 2013 - Dec 2014,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_2b7376e822d2bdc2974f5cdf1709bc24/view,17/03/2024 20:23:04
"Summary Of Characteristics Of IVA From Selected Markets-Gender, Monthly",Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_285113c4a9766d6489335e68b15dc636/view,17/03/2024 20:23:04
"Summary Of Characteristics Of IVA From Selected Markets-Visitor Days, Monthly",Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_476b58e529d631639e4f055fe444de55/view,17/03/2024 20:23:04
"Summary Of Characteristics Of IVA From Selected Markets-Mode of Arrival, Monthly",Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_99d13ee1f0e8ea7738ae0d3de1a74951/view,17/03/2024 20:23:04
"Summary Of Characteristics Of IVA From Selected Markets-Length of Stay, Monthly",Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_3924ec219d705183547e70ab4e68f76e/view,17/03/2024 20:23:04
"IVA from Selected Markets by Age Group, Monthly",Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_b666f7cce17aa60b20f268dc27dfb742/view,17/03/2024 20:23:04
International Visitor Arrivals by Country of Nationality,Jan 2013 - Dec 2014,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_da4276bd4f81ad917453daaefd53499b/view,17/03/2024 20:23:04
Monthly Gazetted Hotel Statistics by Tier,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_8da6783d5f7628ae6ada1c240015b7d7/view,17/03/2024 20:23:04
Year Visitor Days by Country of Residence,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_d3e9244dd71bd2ff96e371933a44a83b/view,17/03/2024 20:23:04
Annual IVA from Selected Markets by Mode of Arrival,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_c0a115454964764cd250417a55780f4b/view,17/03/2024 20:23:04
Annual IVA from Selected Markets by Length of Stay,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_551d82484517ddab68fc14c4298924d9/view,17/03/2024 20:23:04
Annual IVA from Selected Markets by Gender,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_ee1b34f543530f1dd8a9b954a34cb702/view,17/03/2024 20:23:04
Annual Summary Of Characteristics Of IVA From Selected Markets- Age Group,Jan 2013 - Dec 2015,Updated 6 years ago,CSV,Singapore Tourism Board (STB),https://beta.data.gov.sg/datasets/d_3e29b8eae97588d583cec8eac0aa787e/view,17/03/2024 20:23:04
JTC Building (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_431811cf528134ba1d28190f09735930/view,,17/03/2024 20:23:04
CPF Service Centres (KML),No Date info,Updated 6 years ago,KML,Central Provident Fund Board (CPF),https://beta.data.gov.sg/datasets/d_1c88099b5ca5677c044ec3893f568ca3/view,17/03/2024 20:23:04
CPF Service Centres (SHP),No Date info,Updated 6 years ago,SHP,Central Provident Fund Board (CPF),https://beta.data.gov.sg/datasets/d_c9fab447017cc89b8556b0aca023a445/view,17/03/2024 20:23:04
Bus Stop Chinese Names,Jun 2017 - Jun 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_54592963dbd23464b875379a21c2cfe9/view,17/03/2024 20:23:04
Train Station Chinese Names,Jun 2017 - Jun 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_d312a5b127e1ae74299b8ae664cedd4e/view,17/03/2024 20:23:04
Recycling Bins (KML),No Date info,Updated 6 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_8bf367d977da5a9310dc19ba159bb363/view,17/03/2024 20:23:04
Recycling Bins (SHP),No Date info,Updated 6 years ago,SHP,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_887343ecf94757d33c8db2ea1a349e15/view,17/03/2024 20:23:04
"Parliamentary By-Election - Registered Electors, Rejected Votes and Spoilt Ballots",Jan 1957 - Dec 2016,Updated 6 years ago,CSV,Elections Department (ELD),https://beta.data.gov.sg/datasets/d_f237c2349833df4247d2f93102e714d5/view,17/03/2024 20:23:04
Industrial Government Land Sales - Sites (KML),No Date info,Updated 6 years ago,KML,https://beta.data.gov.sg/datasets/d_6e178de853ec759f9ef8362b971515c9/view,,17/03/2024 20:23:04
Child Dependency Ratio of HDB Resident Population by Flat Type,Jan 2008 - Dec 2013,Updated 6 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_8e83c90e9c5418c4e2f1475c6e8665e2/view,17/03/2024 20:23:04
Child Dependency Ratio of HDB Resident Population by Ethnic Group,Jan 2008 - Dec 2013,Updated 6 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_dfe5545683f5c4ec6b69a06ffcabe524/view,17/03/2024 20:23:04
